Lemma;Wordlist;Rank;SFI;U;D;F;Rank;Coverage;Cumulative
neoliberalism;3 - NAWL;0;23.64543251297840000000;0.02314958720796940000;0.0000;48;24,925;0.0000;0.98563179626924700000
permissibility;3 - NAWL;0;23.64543251297840000000;0.02314958720796940000;0.0000;48;24,925;0.0000;0.98563197169916600000
strophe;3 - NAWL;0;23.64543251297840000000;0.02314958720796940000;0.0000;48;24,925;0.0000;0.98563214712908400000
symbiont;3 - NAWL;0;23.64543251297840000000;0.02314958720796940000;0.0000;48;24,925;0.0000;0.98563232255900300000
theophylline;3 - NAWL;0;23.64543251297840000000;0.02314958720796940000;0.0000;48;24,925;0.0000;0.98563249798892200000
angelfish;3 - NAWL;0;23.63940385068600000000;0.02311747438401770000;0.0000;47;25,030;0.0000;0.98564574660256900000
fashionista;3 - NAWL;0;23.63940385068600000000;0.02311747438401770000;0.0000;47;25,030;0.0000;0.98564591837769800000
neoprene;3 - NAWL;0;23.63940385068600000000;0.02311747438401770000;0.0000;47;25,030;0.0000;0.98564609015282600000
abruptness;3 - NAWL;0;23.61721758588710000000;0.02299967814491780000;0.0000;45;25,236;0.0000;0.98568155257991800000
armoire;3 - NAWL;0;23.61721758588710000000;0.02299967814491780000;0.0000;45;25,236;0.0000;0.98568171704546700000
brassiere;3 - NAWL;0;23.61721758588710000000;0.02299967814491780000;0.0000;45;25,236;0.0000;0.98568188151101500000
downstage;3 - NAWL;0;23.61721758588710000000;0.02299967814491780000;0.0000;45;25,236;0.0000;0.98568204597656400000
girlhood;3 - NAWL;0;23.61721758588710000000;0.02299967814491780000;0.0000;45;25,236;0.0000;0.98568221044211300000
importunate;3 - NAWL;0;23.61721758588710000000;0.02299967814491780000;0.0000;45;25,236;0.0000;0.98568237490766200000
indispose;3 - NAWL;0;23.61721758588710000000;0.02299967814491780000;0.0000;45;25,236;0.0000;0.98568253937321000000
jovially;3 - NAWL;0;23.61721758588710000000;0.02299967814491780000;0.0000;45;25,236;0.0000;0.98568270383875900000
mage;3 - NAWL;0;23.61721758588710000000;0.02299967814491780000;0.0000;45;25,236;0.0000;0.98568286830430800000
peephole;3 - NAWL;0;23.61721758588710000000;0.02299967814491780000;0.0000;45;25,236;0.0000;0.98568303276985600000
unsurprised;3 - NAWL;0;23.61721758588710000000;0.02299967814491780000;0.0000;45;25,236;0.0000;0.98568319723540500000
glaciate;3 - NAWL;0;23.59512237050490000000;0.02288296187645160000;0.0000;49;24,836;0.0000;0.98561459317285500000
kachina;3 - NAWL;0;23.59512237050490000000;0.02288296187645160000;0.0000;49;24,836;0.0000;0.98561477225756400000
transubstantiation;3 - NAWL;0;23.59512237050490000000;0.02288296187645160000;0.0000;49;24,836;0.0000;0.98561495134227200000
adipose;3 - NAWL;0;23.55399871857970000000;0.02266730414113670000;0.0000;47;25,030;0.0000;0.98564626192795500000
arborescent;3 - NAWL;0;23.55399871857970000000;0.02266730414113670000;0.0000;47;25,030;0.0000;0.98564643370308400000
conodont;3 - NAWL;0;23.55399871857970000000;0.02266730414113670000;0.0000;47;25,030;0.0000;0.98564660547821300000
diplotene;3 - NAWL;0;23.55399871857970000000;0.02266730414113670000;0.0000;47;25,030;0.0000;0.98564677725334100000
dystrophin;3 - NAWL;0;23.55399871857970000000;0.02266730414113670000;0.0000;47;25,030;0.0000;0.98564694902847000000
ferric;3 - NAWL;0;23.55399871857970000000;0.02266730414113670000;0.0000;47;25,030;0.0000;0.98564712080359800000
frugivorous;3 - NAWL;0;23.55399871857970000000;0.02266730414113670000;0.0000;47;25,030;0.0000;0.98564729257872700000
halothane;3 - NAWL;0;23.55399871857970000000;0.02266730414113670000;0.0000;47;25,030;0.0000;0.98564746435385600000
ileostomy;3 - NAWL;0;23.55399871857970000000;0.02266730414113670000;0.0000;47;25,030;0.0000;0.98564763612898400000
largo;3 - NAWL;0;23.55399871857970000000;0.02266730414113670000;0.0000;47;25,030;0.0000;0.98564780790411300000
morphologic;3 - NAWL;0;23.55399871857970000000;0.02266730414113670000;0.0000;47;25,030;0.0000;0.98564797967924200000
neuroblast;3 - NAWL;0;23.55399871857970000000;0.02266730414113670000;0.0000;47;25,030;0.0000;0.98564815145437000000
oligomer;3 - NAWL;0;23.55399871857970000000;0.02266730414113670000;0.0000;47;25,030;0.0000;0.98564832322949900000
otitis;3 - NAWL;0;23.55399871857970000000;0.02266730414113670000;0.0000;47;25,030;0.0000;0.98564849500462800000
preregistration;3 - NAWL;0;23.55399871857970000000;0.02266730414113670000;0.0000;47;25,030;0.0000;0.98564866677975700000
psycholinguist;3 - NAWL;0;23.55399871857970000000;0.02266730414113670000;0.0000;47;25,030;0.0000;0.98564883855488500000
radionuclide;3 - NAWL;0;23.55399871857970000000;0.02266730414113670000;0.0000;47;25,030;0.0000;0.98564901033001400000
retroviral;3 - NAWL;0;23.55399871857970000000;0.02266730414113670000;0.0000;47;25,030;0.0000;0.98564918210514300000
serology;3 - NAWL;0;23.55399871857970000000;0.02266730414113670000;0.0000;47;25,030;0.0000;0.98564935388027100000
unattested;3 - NAWL;0;23.55399871857970000000;0.02266730414113670000;0.0000;47;25,030;0.0000;0.98564952565540000000
undecorated;3 - NAWL;0;23.55399871857970000000;0.02266730414113670000;0.0000;47;25,030;0.0000;0.98564969743052900000
cryptography;3 - NAWL;0;23.54600358814450000000;0.02262561322691090000;0.0000;46;25,133;0.0000;0.98566351619140800000
pedometer;3 - NAWL;0;23.54600358814450000000;0.02262561322691090000;0.0000;46;25,133;0.0000;0.98566368431174700000
stargaze;3 - NAWL;0;23.54600358814450000000;0.02262561322691090000;0.0000;46;25,133;0.0000;0.98566385243208600000
creditworthy;3 - NAWL;0;23.53189874909930000000;0.02255224988084310000;0.0000;90;21,578;0.0000;0.98480064586276900000
chirrup;3 - NAWL;0;23.51961921299560000000;0.02248857418614190000;0.0000;44;25,348;0.0000;0.98569678939930700000
disconsolately;3 - NAWL;0;23.51961921299560000000;0.02248857418614190000;0.0000;44;25,348;0.0000;0.98569695021006600000
dizzily;3 - NAWL;0;23.51961921299560000000;0.02248857418614190000;0.0000;44;25,348;0.0000;0.98569711102082500000
dreamless;3 - NAWL;0;23.51961921299560000000;0.02248857418614190000;0.0000;44;25,348;0.0000;0.98569727183158400000
dustpan;3 - NAWL;0;23.51961921299560000000;0.02248857418614190000;0.0000;44;25,348;0.0000;0.98569743264234200000
flaxen;3 - NAWL;0;23.51961921299560000000;0.02248857418614190000;0.0000;44;25,348;0.0000;0.98569759345310100000
genially;3 - NAWL;0;23.51961921299560000000;0.02248857418614190000;0.0000;44;25,348;0.0000;0.98569775426386000000
hotness;3 - NAWL;0;23.51961921299560000000;0.02248857418614190000;0.0000;44;25,348;0.0000;0.98569791507461800000
mangy;3 - NAWL;0;23.51961921299560000000;0.02248857418614190000;0.0000;44;25,348;0.0000;0.98569807588537700000
necromancer;3 - NAWL;0;23.51961921299560000000;0.02248857418614190000;0.0000;44;25,348;0.0000;0.98569823669613600000
obscenely;3 - NAWL;0;23.51961921299560000000;0.02248857418614190000;0.0000;44;25,348;0.0000;0.98569839750689400000
piteously;3 - NAWL;0;23.51961921299560000000;0.02248857418614190000;0.0000;44;25,348;0.0000;0.98569855831765300000
scamp;3 - NAWL;0;23.51961921299560000000;0.02248857418614190000;0.0000;44;25,348;0.0000;0.98569871912841200000
disafforestment;3 - NAWL;0;23.50557394397560000000;0.02241596265448320000;0.0000;48;24,925;0.0000;0.98563267341884000000
forewing;3 - NAWL;0;23.50557394397560000000;0.02241596265448320000;0.0000;48;24,925;0.0000;0.98563284884875900000
westernmost;3 - NAWL;0;23.50557394397560000000;0.02241596265448320000;0.0000;48;24,925;0.0000;0.98563302427867700000
undistributed;3 - NAWL;0;23.48337372115520000000;0.02230166932661160000;0.0000;89;21,638;0.0000;0.98482016244121600000
acyl;3 - NAWL;0;23.46059845603830000000;0.02218502107430400000;0.0000;46;25,133;0.0000;0.98566402055242400000
agenesis;3 - NAWL;0;23.46059845603830000000;0.02218502107430400000;0.0000;46;25,133;0.0000;0.98566418867276300000
airworthy;3 - NAWL;0;23.46059845603830000000;0.02218502107430400000;0.0000;46;25,133;0.0000;0.98566435679310200000
artifactual;3 - NAWL;0;23.46059845603830000000;0.02218502107430400000;0.0000;46;25,133;0.0000;0.98566452491344000000
autoradiograph;3 - NAWL;0;23.46059845603830000000;0.02218502107430400000;0.0000;46;25,133;0.0000;0.98566469303377900000
biotin;3 - NAWL;0;23.46059845603830000000;0.02218502107430400000;0.0000;46;25,133;0.0000;0.98566486115411800000
chelate;3 - NAWL;0;23.46059845603830000000;0.02218502107430400000;0.0000;46;25,133;0.0000;0.98566502927445600000
cloze;3 - NAWL;0;23.46059845603830000000;0.02218502107430400000;0.0000;46;25,133;0.0000;0.98566519739479500000
dhal;3 - NAWL;0;23.46059845603830000000;0.02218502107430400000;0.0000;46;25,133;0.0000;0.98566536551513300000
escapement;3 - NAWL;0;23.46059845603830000000;0.02218502107430400000;0.0000;46;25,133;0.0000;0.98566553363547200000
gastropod;3 - NAWL;0;23.46059845603830000000;0.02218502107430400000;0.0000;46;25,133;0.0000;0.98566570175581100000
glomerular;3 - NAWL;0;23.46059845603830000000;0.02218502107430400000;0.0000;46;25,133;0.0000;0.98566586987614900000
granuloma;3 - NAWL;0;23.46059845603830000000;0.02218502107430400000;0.0000;46;25,133;0.0000;0.98566603799648800000
inhomogeneity;3 - NAWL;0;23.46059845603830000000;0.02218502107430400000;0.0000;46;25,133;0.0000;0.98566620611682700000
nonalcoholic;3 - NAWL;0;23.46059845603830000000;0.02218502107430400000;0.0000;46;25,133;0.0000;0.98566637423716500000
nonclassical;3 - NAWL;0;23.46059845603830000000;0.02218502107430400000;0.0000;46;25,133;0.0000;0.98566654235750400000
omnidirectional;3 - NAWL;0;23.46059845603830000000;0.02218502107430400000;0.0000;46;25,133;0.0000;0.98566671047784300000
stellate;3 - NAWL;0;23.46059845603830000000;0.02218502107430400000;0.0000;46;25,133;0.0000;0.98566687859818100000
subharmonic;3 - NAWL;0;23.46059845603830000000;0.02218502107430400000;0.0000;46;25,133;0.0000;0.98566704671852000000
synonymy;3 - NAWL;0;23.46059845603830000000;0.02218502107430400000;0.0000;46;25,133;0.0000;0.98566721483885800000
trophoblastic;3 - NAWL;0;23.46059845603830000000;0.02218502107430400000;0.0000;46;25,133;0.0000;0.98566738295919700000
umlaut;3 - NAWL;0;23.46059845603830000000;0.02218502107430400000;0.0000;46;25,133;0.0000;0.98566755107953600000
copybook;3 - NAWL;0;23.45535880142620000000;0.02215827153923560000;0.0000;44;25,348;0.0000;0.98569887993917100000
blocky;3 - NAWL;0;23.45055040908220000000;0.02213375206980420000;0.0000;45;25,236;0.0000;0.98568336170095400000
outsole;3 - NAWL;0;23.45055040908220000000;0.02213375206980420000;0.0000;45;25,236;0.0000;0.98568352616650300000
agog;3 - NAWL;0;23.41977700392960000000;0.02197747022736590000;0.0000;43;25,458;0.0000;0.98571346986073700000
grindstone;3 - NAWL;0;23.41977700392960000000;0.02197747022736590000;0.0000;43;25,458;0.0000;0.98571362701670500000
grumpily;3 - NAWL;0;23.41977700392960000000;0.02197747022736590000;0.0000;43;25,458;0.0000;0.98571378417267400000
hearthrug;3 - NAWL;0;23.41977700392960000000;0.02197747022736590000;0.0000;43;25,458;0.0000;0.98571394132864300000
hullo;3 - NAWL;0;23.41977700392960000000;0.02197747022736590000;0.0000;43;25,458;0.0000;0.98571409848461200000
madhouse;3 - NAWL;0;23.41977700392960000000;0.02197747022736590000;0.0000;43;25,458;0.0000;0.98571425564058000000
miasma;3 - NAWL;0;23.41977700392960000000;0.02197747022736590000;0.0000;43;25,458;0.0000;0.98571441279654900000
monotonously;3 - NAWL;0;23.41977700392960000000;0.02197747022736590000;0.0000;43;25,458;0.0000;0.98571456995251800000
phlegmatic;3 - NAWL;0;23.41977700392960000000;0.02197747022736590000;0.0000;43;25,458;0.0000;0.98571472710848700000
piteous;3 - NAWL;0;23.41977700392960000000;0.02197747022736590000;0.0000;43;25,458;0.0000;0.98571488426445600000
reprovingly;3 - NAWL;0;23.41977700392960000000;0.02197747022736590000;0.0000;43;25,458;0.0000;0.98571504142042400000
saddlebag;3 - NAWL;0;23.41977700392960000000;0.02197747022736590000;0.0000;43;25,458;0.0000;0.98571519857639300000
sconce;3 - NAWL;0;23.41977700392960000000;0.02197747022736590000;0.0000;43;25,458;0.0000;0.98571535573236200000
ungraciously;3 - NAWL;0;23.41977700392960000000;0.02197747022736590000;0.0000;43;25,458;0.0000;0.98571551288833100000
windless;3 - NAWL;0;23.41977700392960000000;0.02197747022736590000;0.0000;43;25,458;0.0000;0.98571567004430000000
windowpane;3 - NAWL;0;23.41977700392960000000;0.02197747022736590000;0.0000;43;25,458;0.0000;0.98571582720026900000
antiparticle;3 - NAWL;0;23.41414014957690000000;0.02194896343251480000;0.0000;47;25,030;0.0000;0.98564986920565700000
bottlenose;3 - NAWL;0;23.41414014957690000000;0.02194896343251480000;0.0000;47;25,030;0.0000;0.98565004098078600000
bract;3 - NAWL;0;23.41414014957690000000;0.02194896343251480000;0.0000;47;25,030;0.0000;0.98565021275591500000
goldfield;3 - NAWL;0;23.41414014957690000000;0.02194896343251480000;0.0000;47;25,030;0.0000;0.98565038453104300000
alphanumeric;3 - NAWL;0;23.38466618089230000000;0.02180050821814840000;0.0000;87;21,780;0.0000;0.98486720324293200000
dredger;3 - NAWL;0;23.36766274323660000000;0.02171532203775010000;0.0000;59;23,923;0.0000;0.98543576064477600000
nana;3 - NAWL;0;23.36766274323660000000;0.02171532203775010000;0.0000;59;23,923;0.0000;0.98543597627738400000
polygamist;3 - NAWL;0;23.36555452924910000000;0.02170478323570560000;0.0000;57;24,098;0.0000;0.98547298102584200000
acrylamide;3 - NAWL;0;23.36514527697600000000;0.02170273800747130000;0.0000;45;25,236;0.0000;0.98568369063205100000
allophonic;3 - NAWL;0;23.36514527697600000000;0.02170273800747130000;0.0000;45;25,236;0.0000;0.98568385509760000000
annular;3 - NAWL;0;23.36514527697600000000;0.02170273800747130000;0.0000;45;25,236;0.0000;0.98568401956314900000
antennal;3 - NAWL;0;23.36514527697600000000;0.02170273800747130000;0.0000;45;25,236;0.0000;0.98568418402869800000
bactericidal;3 - NAWL;0;23.36514527697600000000;0.02170273800747130000;0.0000;45;25,236;0.0000;0.98568434849424600000
devoice;3 - NAWL;0;23.36514527697600000000;0.02170273800747130000;0.0000;45;25,236;0.0000;0.98568451295979500000
dialyze;3 - NAWL;0;23.36514527697600000000;0.02170273800747130000;0.0000;45;25,236;0.0000;0.98568467742534400000
dioecious;3 - NAWL;0;23.36514527697600000000;0.02170273800747130000;0.0000;45;25,236;0.0000;0.98568484189089300000
disulphate;3 - NAWL;0;23.36514527697600000000;0.02170273800747130000;0.0000;45;25,236;0.0000;0.98568500635644100000
fibrillation;3 - NAWL;0;23.36514527697600000000;0.02170273800747130000;0.0000;45;25,236;0.0000;0.98568517082199000000
hypersensitive;3 - NAWL;0;23.36514527697600000000;0.02170273800747130000;0.0000;45;25,236;0.0000;0.98568533528753900000
stigmatization;3 - NAWL;0;23.36514527697600000000;0.02170273800747130000;0.0000;45;25,236;0.0000;0.98568549975308800000
treelet;3 - NAWL;0;23.36514527697600000000;0.02170273800747130000;0.0000;45;25,236;0.0000;0.98568566421863600000
chewable;3 - NAWL;0;23.36498011765410000000;0.02170191268237850000;0.0000;143;18,878;0.0000;0.98366142224531000000
backspin;3 - NAWL;0;23.35295203619070000000;0.02164189091269740000;0.0000;44;25,348;0.0000;0.98569904074992900000
ballyhoo;3 - NAWL;0;23.35295203619070000000;0.02164189091269740000;0.0000;44;25,348;0.0000;0.98569920156068800000
cognoscenti;3 - NAWL;0;23.35295203619070000000;0.02164189091269740000;0.0000;44;25,348;0.0000;0.98569936237144700000
crosswise;3 - NAWL;0;23.35295203619070000000;0.02164189091269740000;0.0000;44;25,348;0.0000;0.98569952318220500000
recordable;3 - NAWL;0;23.35295203619070000000;0.02164189091269740000;0.0000;44;25,348;0.0000;0.98569968399296400000
schlock;3 - NAWL;0;23.35295203619070000000;0.02164189091269740000;0.0000;44;25,348;0.0000;0.98569984480372300000
bacteriologist;3 - NAWL;0;23.32073988703550000000;0.02148196421054640000;0.0000;46;25,133;0.0000;0.98566771919987400000
headstream;3 - NAWL;0;23.32073988703550000000;0.02148196421054640000;0.0000;46;25,133;0.0000;0.98566788732021300000
holism;3 - NAWL;0;23.32073988703550000000;0.02148196421054640000;0.0000;46;25,133;0.0000;0.98566805544055200000
psychogeriatric;3 - NAWL;0;23.32073988703550000000;0.02148196421054640000;0.0000;46;25,133;0.0000;0.98566822356089000000
sepal;3 - NAWL;0;23.32073988703550000000;0.02148196421054640000;0.0000;46;25,133;0.0000;0.98566839168122900000
absentmindedly;3 - NAWL;0;23.31758535211270000000;0.02146636626859000000;0.0000;42;25,558;0.0000;0.98573220431412900000
agitatedly;3 - NAWL;0;23.31758535211270000000;0.02146636626859000000;0.0000;42;25,558;0.0000;0.98573235781530700000
banshee;3 - NAWL;0;23.31758535211270000000;0.02146636626859000000;0.0000;42;25,558;0.0000;0.98573251131648600000
cozily;3 - NAWL;0;23.31758535211270000000;0.02146636626859000000;0.0000;42;25,558;0.0000;0.98573266481766500000
footstool;3 - NAWL;0;23.31758535211270000000;0.02146636626859000000;0.0000;42;25,558;0.0000;0.98573281831884400000
haltingly;3 - NAWL;0;23.31758535211270000000;0.02146636626859000000;0.0000;42;25,558;0.0000;0.98573297182002200000
lecherous;3 - NAWL;0;23.31758535211270000000;0.02146636626859000000;0.0000;42;25,558;0.0000;0.98573312532120100000
oaf;3 - NAWL;0;23.31758535211270000000;0.02146636626859000000;0.0000;42;25,558;0.0000;0.98573327882238000000
oleander;3 - NAWL;0;23.31758535211270000000;0.02146636626859000000;0.0000;42;25,558;0.0000;0.98573343232355900000
petulance;3 - NAWL;0;23.31758535211270000000;0.02146636626859000000;0.0000;42;25,558;0.0000;0.98573358582473800000
sprog;3 - NAWL;0;23.31758535211270000000;0.02146636626859000000;0.0000;42;25,558;0.0000;0.98573373932591700000
unconcern;3 - NAWL;0;23.31758535211270000000;0.02146636626859000000;0.0000;42;25,558;0.0000;0.98573389282709500000
adrenocortical;3 - NAWL;0;23.26754690408440000000;0.02122045494063860000;0.0000;44;25,348;0.0000;0.98570000561448200000
agglutinate;3 - NAWL;0;23.26754690408440000000;0.02122045494063860000;0.0000;44;25,348;0.0000;0.98570016642524000000
allometric;3 - NAWL;0;23.26754690408440000000;0.02122045494063860000;0.0000;44;25,348;0.0000;0.98570032723599900000
anticonvulsant;3 - NAWL;0;23.26754690408440000000;0.02122045494063860000;0.0000;44;25,348;0.0000;0.98570048804675800000
antihypertensive;3 - NAWL;0;23.26754690408440000000;0.02122045494063860000;0.0000;44;25,348;0.0000;0.98570064885751600000
chlortetracycline;3 - NAWL;0;23.26754690408440000000;0.02122045494063860000;0.0000;44;25,348;0.0000;0.98570080966827500000
colloidal;3 - NAWL;0;23.26754690408440000000;0.02122045494063860000;0.0000;44;25,348;0.0000;0.98570097047903400000
combinatory;3 - NAWL;0;23.26754690408440000000;0.02122045494063860000;0.0000;44;25,348;0.0000;0.98570113128979200000
congenitally;3 - NAWL;0;23.26754690408440000000;0.02122045494063860000;0.0000;44;25,348;0.0000;0.98570129210055100000
dorsally;3 - NAWL;0;23.26754690408440000000;0.02122045494063860000;0.0000;44;25,348;0.0000;0.98570145291131000000
fluoresce;3 - NAWL;0;23.26754690408440000000;0.02122045494063860000;0.0000;44;25,348;0.0000;0.98570161372206900000
fluvial;3 - NAWL;0;23.26754690408440000000;0.02122045494063860000;0.0000;44;25,348;0.0000;0.98570177453282700000
hydatid;3 - NAWL;0;23.26754690408440000000;0.02122045494063860000;0.0000;44;25,348;0.0000;0.98570193534358600000
lexicalization;3 - NAWL;0;23.26754690408440000000;0.02122045494063860000;0.0000;44;25,348;0.0000;0.98570209615434500000
manta;3 - NAWL;0;23.26754690408440000000;0.02122045494063860000;0.0000;44;25,348;0.0000;0.98570225696510400000
mentalistic;3 - NAWL;0;23.26754690408440000000;0.02122045494063860000;0.0000;44;25,348;0.0000;0.98570241777586200000
neurophysiology;3 - NAWL;0;23.26754690408440000000;0.02122045494063860000;0.0000;44;25,348;0.0000;0.98570257858662100000
offprint;3 - NAWL;0;23.26754690408440000000;0.02122045494063860000;0.0000;44;25,348;0.0000;0.98570273939738000000
phantasmagoria;3 - NAWL;0;23.26754690408440000000;0.02122045494063860000;0.0000;44;25,348;0.0000;0.98570290020813800000
prestress;3 - NAWL;0;23.26754690408440000000;0.02122045494063860000;0.0000;44;25,348;0.0000;0.98570306101889700000
psychotherapeutic;3 - NAWL;0;23.26754690408440000000;0.02122045494063860000;0.0000;44;25,348;0.0000;0.98570322182965600000
thyroxine;3 - NAWL;0;23.26754690408440000000;0.02122045494063860000;0.0000;44;25,348;0.0000;0.98570338264041400000
codling;3 - NAWL;0;23.25310982712470000000;0.02115002975559070000;0.0000;43;25,458;0.0000;0.98571598435623700000
workaround;3 - NAWL;0;23.25310982712470000000;0.02115002975559070000;0.0000;43;25,458;0.0000;0.98571614151220600000
anatomist;3 - NAWL;0;23.22528670797320000000;0.02101496498857800000;0.0000;45;25,236;0.0000;0.98568582868418500000
butterfat;3 - NAWL;0;23.22528670797320000000;0.02101496498857800000;0.0000;45;25,236;0.0000;0.98568599314973400000
choreographic;3 - NAWL;0;23.22528670797320000000;0.02101496498857800000;0.0000;45;25,236;0.0000;0.98568615761528200000
industrialism;3 - NAWL;0;23.22528670797320000000;0.02101496498857800000;0.0000;45;25,236;0.0000;0.98568632208083100000
ornithological;3 - NAWL;0;23.22528670797320000000;0.02101496498857800000;0.0000;45;25,236;0.0000;0.98568648654638000000
popery;3 - NAWL;0;23.22528670797320000000;0.02101496498857800000;0.0000;45;25,236;0.0000;0.98568665101192900000
vibrational;3 - NAWL;0;23.22528670797320000000;0.02101496498857800000;0.0000;45;25,236;0.0000;0.98568681547747700000
affability;3 - NAWL;0;23.21293101533110000000;0.02095526230981400000;0.0000;41;25,674;0.0000;0.98574808072176500000
asperity;3 - NAWL;0;23.21293101533110000000;0.02095526230981400000;0.0000;41;25,674;0.0000;0.98574823056815400000
effectually;3 - NAWL;0;23.21293101533110000000;0.02095526230981400000;0.0000;41;25,674;0.0000;0.98574838041454300000
expansively;3 - NAWL;0;23.21293101533110000000;0.02095526230981400000;0.0000;41;25,674;0.0000;0.98574853026093100000
expressively;3 - NAWL;0;23.21293101533110000000;0.02095526230981400000;0.0000;41;25,674;0.0000;0.98574868010732000000
heatedly;3 - NAWL;0;23.21293101533110000000;0.02095526230981400000;0.0000;41;25,674;0.0000;0.98574882995370900000
loveless;3 - NAWL;0;23.21293101533110000000;0.02095526230981400000;0.0000;41;25,674;0.0000;0.98574897980009800000
monocle;3 - NAWL;0;23.21293101533110000000;0.02095526230981400000;0.0000;41;25,674;0.0000;0.98574912964648700000
phosphorescent;3 - NAWL;0;23.21293101533110000000;0.02095526230981400000;0.0000;41;25,674;0.0000;0.98574927949287600000
streetlamp;3 - NAWL;0;23.21293101533110000000;0.02095526230981400000;0.0000;41;25,674;0.0000;0.98574942933926400000
unerringly;3 - NAWL;0;23.21293101533110000000;0.02095526230981400000;0.0000;41;25,674;0.0000;0.98574957918565300000
allocable;3 - NAWL;0;23.18025457846680000000;0.02079818600122200000;0.0000;83;22,036;0.0000;0.98495144249697300000
adenine;3 - NAWL;0;23.16770469501840000000;0.02073817187380590000;0.0000;43;25,458;0.0000;0.98571629866817500000
alienable;3 - NAWL;0;23.16770469501840000000;0.02073817187380590000;0.0000;43;25,458;0.0000;0.98571645582414400000
breve;3 - NAWL;0;23.16770469501840000000;0.02073817187380590000;0.0000;43;25,458;0.0000;0.98571661298011200000
ciliary;3 - NAWL;0;23.16770469501840000000;0.02073817187380590000;0.0000;43;25,458;0.0000;0.98571677013608100000
coalescent;3 - NAWL;0;23.16770469501840000000;0.02073817187380590000;0.0000;43;25,458;0.0000;0.98571692729205000000
coeval;3 - NAWL;0;23.16770469501840000000;0.02073817187380590000;0.0000;43;25,458;0.0000;0.98571708444801900000
copulatory;3 - NAWL;0;23.16770469501840000000;0.02073817187380590000;0.0000;43;25,458;0.0000;0.98571724160398800000
electroencephalogram;3 - NAWL;0;23.16770469501840000000;0.02073817187380590000;0.0000;43;25,458;0.0000;0.98571739875995600000
interpenetration;3 - NAWL;0;23.16770469501840000000;0.02073817187380590000;0.0000;43;25,458;0.0000;0.98571755591592500000
microstructure;3 - NAWL;0;23.16770469501840000000;0.02073817187380590000;0.0000;43;25,458;0.0000;0.98571771307189400000
microtitre;3 - NAWL;0;23.16770469501840000000;0.02073817187380590000;0.0000;43;25,458;0.0000;0.98571787022786300000
myelinated;3 - NAWL;0;23.16770469501840000000;0.02073817187380590000;0.0000;43;25,458;0.0000;0.98571802738383200000
natriuretic;3 - NAWL;0;23.16770469501840000000;0.02073817187380590000;0.0000;43;25,458;0.0000;0.98571818453980000000
neomycin;3 - NAWL;0;23.16770469501840000000;0.02073817187380590000;0.0000;43;25,458;0.0000;0.98571834169576900000
postulation;3 - NAWL;0;23.16770469501840000000;0.02073817187380590000;0.0000;43;25,458;0.0000;0.98571849885173800000
quadruplet;3 - NAWL;0;23.16770469501840000000;0.02073817187380590000;0.0000;43;25,458;0.0000;0.98571865600770700000
representable;3 - NAWL;0;23.16770469501840000000;0.02073817187380590000;0.0000;43;25,458;0.0000;0.98571881316367600000
subtend;3 - NAWL;0;23.16770469501840000000;0.02073817187380590000;0.0000;43;25,458;0.0000;0.98571897031964500000
trimer;3 - NAWL;0;23.16770469501840000000;0.02073817187380590000;0.0000;43;25,458;0.0000;0.98571912747561300000
unlabeled;3 - NAWL;0;23.16770469501840000000;0.02073817187380590000;0.0000;43;25,458;0.0000;0.98571928463158200000
clunker;3 - NAWL;0;23.15091817530780000000;0.02065816859848390000;0.0000;42;25,558;0.0000;0.98573404632827400000
downswing;3 - NAWL;0;23.15091817530780000000;0.02065816859848390000;0.0000;42;25,558;0.0000;0.98573419982945300000
neckband;3 - NAWL;0;23.15091817530780000000;0.02065816859848390000;0.0000;42;25,558;0.0000;0.98573435333063100000
shill;3 - NAWL;0;23.15091817530780000000;0.02065816859848390000;0.0000;42;25,558;0.0000;0.98573450683181000000
congregational;3 - NAWL;0;23.12768833508160000000;0.02054796576660960000;0.0000;44;25,348;0.0000;0.98570354345117300000
dentine;3 - NAWL;0;23.12768833508160000000;0.02054796576660960000;0.0000;44;25,348;0.0000;0.98570370426193200000
flightless;3 - NAWL;0;23.12768833508160000000;0.02054796576660960000;0.0000;44;25,348;0.0000;0.98570386507269000000
floret;3 - NAWL;0;23.12768833508160000000;0.02054796576660960000;0.0000;44;25,348;0.0000;0.98570402588344900000
laborism;3 - NAWL;0;23.12768833508160000000;0.02054796576660960000;0.0000;44;25,348;0.0000;0.98570418669420800000
orogeny;3 - NAWL;0;23.12768833508160000000;0.02054796576660960000;0.0000;44;25,348;0.0000;0.98570434750496700000
cornflower;3 - NAWL;0;23.10569236141330000000;0.02044415835103810000;0.0000;40;25,777;0.0000;0.98576166557608800000
coverall;3 - NAWL;0;23.10569236141330000000;0.02044415835103810000;0.0000;40;25,777;0.0000;0.98576181176768700000
gangling;3 - NAWL;0;23.10569236141330000000;0.02044415835103810000;0.0000;40;25,777;0.0000;0.98576195795928600000
hollowly;3 - NAWL;0;23.10569236141330000000;0.02044415835103810000;0.0000;40;25,777;0.0000;0.98576210415088500000
hospitaller;3 - NAWL;0;23.10569236141330000000;0.02044415835103810000;0.0000;40;25,777;0.0000;0.98576225034248300000
impetuosity;3 - NAWL;0;23.10569236141330000000;0.02044415835103810000;0.0000;40;25,777;0.0000;0.98576239653408200000
